CUE Anexo|Ed. Común|Ed. Especial|Ed. Adultos|Ed. Artística|Ed. Hospitalaria Domiciliaria|Ed. Intercultural Bilingüe|Ed. Contexto de Encierro
140174200|||X||||
140174300|X||||||
140174400|X||||||
140174500|X||X||||
140174600|X||||||
140174700|X||||||
140174800|X||||||
140174900|||X||||
140174901|||X||||X
140174902|||X||||
140174904|||X||||
140174905|||X||||
140174906|||X||||
140174908|||X||||
140174909|||X||||
140174910|||X||||
140174911|||X||||
140174912|||X||||
140174913|||X||||
140175100|X||||||
140175500|X||||||
140175600|X||||||
140175700|X||||||
140175800|X||||||
140175900|X||||||
140176300|||X||||
140176301|||X||||
140176400|||X||||
140176402|||X||||
140176406|||X||||
140176407|||X||||
140176408|||X||||
140176500|X||||||
140176600|X||||||
140176700|X||||||
140176701|X||||||
140176800|X||||||
140176900|X||||||
140177100|X||||||
140177400|X|||X|||
140177600|X||||||
140177700|X||||||
140177800|X||||||
140177900|X||||||
140178000|X||||||
140178100||X|||||
140178200|X||||||
140178300|X||||||
140178500|X||||||
140178600|X||||||
140178700|X||||||
140178800|X||||||
140178900|||X||||
140179000|X||||||
140179100|X||||||
140179200|X||||||
140179300|X||||||
140179400|X||||||
140179500|X||||||
140179600|X||||||
140179700|X||||||
140179900|X||||||
140180100|X||||||
140180200|X||||||
140180300|X||||||
140180500|||X||||
140180600|X||||||
140180700|X||||||
140180800|X||||||
140180900|X||||||
140181000|X||||||
140181200|X||||||
140181300|X||||||
140181500|X||||||
140181600|X||||||
140181700|X||||||
140181900|X||||||
140182000|X||||||
140182100|X||||||
140182200|X||||||
140182300|X||||||
140182400|X||||||
140182500|X||||||
140182600|X||||||
140182700|X||||||
140182800|X||||||
140182900|X||||||
140183000|X||||||
140183200|X||||||
140183300|X||||||
140183400|X||||||
140183500|X||||||
140183600|X||||||
140183700|X||||||
140183800|X||||||
140183900|X||||||
140184100|X||||||
140184300|X||||||
140184400|X||||||
140185000|X||||||
140185100|X||||||
140185200|X||||||
140185300|X||||||
140185400|X||||||
140185401|X||||||
140185500|X||||||
140185600|X||||||
140185700|X||||||
140185800|X||||||
140185900|X||||||
140186000|X||||||
140186100|X||||||
140186200|X||||||
140186300|X||||||
140186600|X||||||
140186700|X||||||
140187000|X||||||
140187100|X||||||
140187200|X||||||
140187300|X||||||
140187400|X||||||
140187500|X||||||
140187600|X||||||
140187700|X||||||
140187800|X||||||
140187900|X||||||
140188000|X||||||
140188100|X||||||
140188200|X||X||||
140188300|X||||||
140188400|X||||||
140188500|X||||||
140188600|X||||||
140188700|||X||||
140188701|||X||||
140188702|||X||||
140188900||X|||||
140189000|X||||||
140189001|X||||||
140189100|X||||||
140189101|X||||||
140189103|X||||||
140189104|X||||||
140189200|X||||||
140189300|X||||||
140189400|X||||||
140189500|||X||||
140189600|X||||||
140189800|X||||||
140189900|X||||||
140190100|X||||||
140190200|X||||||
140190300|X||||||
140190400|X||||||
140190500|X||||||
140190600|X||||||
140190700|X||||||
140190701|X||||||
140190900|X||||||
140191100|X||||||
140191101|X||||||
140191102|X||||||
140191103|X||||||
140191200|X||||||
140191300|X||||||
140191400|X||||||
140191500|X||||||
140191600|X||||||
140191700|X||||||
140191800|X||||||
140191900||X|||||
140192100|X||||||
140192200|X||||||
140192201|X||||||
140192300|||X||||
140192400|||X||||
140192401|||X||||
140192402|||X||||
140192403|||X||||
140192404|||X||||
140192500|X||||||
140192700|X||||||
140192800|X||||||
140192900|X||||||
140192901|X||||||
140193000|X||||||
140193100|X||||||
140193300|X||||||
140193400|X||||||
140193401|X||||||
140193500|X||||||
140193600|X||||||
140193700||X|||||
140193800|X||||||
140194000|X|||X|||
140194100|X||||||
140194200|||X||||
140194202|||X||||
140194204|||X||||
140194205|||X||||
140194206|||X||||
140194300|X||||||
140194400|X||||||
140194500|X||||||
140194600|X||||||
140194700|X||||||
140194800|||X||||
140194900|X||||||
140195000|X||||||
140195100|X||||||
140195200|X||||||
140195300|X||||||
140195400|X||||||
140195500|X||||||
140195700|X||||||
140195800|X||||||
140195900|X||||||
140196000|X||||||
140196100|X||||||
140196400|X||||||
140196600|||X||||
140196700|X||||||
140196800|X||||||
140196900|X||||||
140197000|X||||||
140197100|X||||||
140197400|X||||||
140197500|X||||||
140197600|X||||||
140197700|X||||||
140197800|X||||||
140197900|X||||||
140198000|X||||||
140198100|X||||||
140198200|X||||||
140198300|X||||||
140198400|X||||||
140198500|X||||||
140198600|X||||||
140198700|X||||||
140198800|X||||||
140198900|||X||||
140199000|X||||||
140199100|X||||||
140199200|X||||||
140199400|X||||||
140199700|X||||||
140199701|X||||||
140199800|X||||||
140200100|X||||||
140200300|X||||||
140200301|X||||||
140200400|X||||||
140200500|||X||||
140200700|X||||||
140200800|X||||||
140201100||X|||||
140201200|X||||||
140201300|X||||||
140201400|X||||||
140201500|X||||||
140201600|X||||||
140201700|X||||||
140201800|X||||||
140201900|||X||||
140202000|X||||||
140202200|X||||||
140202300|X||||||
140202400|X||||||
140202600|X||||||
140202800|X||||||
140202900|X||||||
140203000|X||||||
140203100|X||||||
140203200|X||||||
140203300|X||||||
140203400|X||||||
140203500|X||||||
140203600|X||||||
140203700|X||||||
140203800|X||||||
140203900|X||||||
140204000|X||||||
140204100|X||||||
140204200|X||||||
140204300|X||||||
140204500||X|||||
140204600|X||||||
140204700|X||||||
140204800|X||||||
140204900|X||||||
140205000|X||||||
140205100|X||||||
140205200|X||||||
140205300|X||||||
140205400|X||||||
140205500|X||||||
140205600|X||||||
140205700|X||||||
140205800|X||||||
140205900|||X||||
140206000|X||||||
140206100|X||||||
140206101|X||||||
140206200|X||||||
140206201|X||||||
140206500|X||||||
140206600|X||||||
140206700|X||||||
140206900|X||||||
140207000|X||||||
140207100|X||||||
140207300|X||||||
140207400|X||||||
140207500|X||||||
140207600|X||||||
140207700|X||||||
140207800|X||||||
140208000|X||||||
140208100|X||||||
140208200|X||||||
140208300|X||||||
140208600|X||||||
140208800|X||||||
140208900|X||||||
140209000|X||||||
140209400|X||||||
140209402|X||||||
140209500|X||||||
140209600|X||||||
140209700|X||||||
140209800|X||||||
140209900|||X||||
140209901|||X||||
140209902|||X||||
140209903|||X||||
140210000|X||||||
140210100|X||||||
140210400|X||||||
140210600|X||||||
140210800|X||||||
140211000|X||||||
140211100|X||||||
140211200|||X||||
140211400|X||||||
140211500|X||||||
140211600|X||||||
140211700|X||||||
140211800|X||||||
140211900|X||||||
140212000|X||||||
140212100|X||||||
140212200|X||||||
140212500|X||||||
140212600|X||||||
140212700|X||||||
140212900|X||||||
140213000|X||||||
140213200|X||||||
140213300|X||||||
140213400|X||||||
140213500|X||||||
140213600|X||||||
140213700|X||||||
140213800|X||||||
140213900|X||||||
140214000|X||||||
140214100|X||||||
140214200|||X||||
140214201|||X||||
140214400|X||||||
140214600|X||||||
140214700|X||||||
140214800|X||||||
140214900|X||||||
140215000|X||||||
140215001|X||||||
140215002|X||||||
140215100|X||||||
140215200|X||||||
140215300|X||||||
140215400|X||||||
140215500|||X||||
140215600|X||||||
140215700|X||||||
140215900|X||||||
140216000|X||||||
140216100|X||||||
140216200|X||||||
140216300|X||||||
140216500|X||||||
140216600|X||||||
140216700|X||||||
140216800|X||||||
140216900|X||||||
140217000|X||||||
140217300|X||||||
140217400|X||||||
140217500|X||||||
140217600|X||||||
140217700|X||||||
140217800|X||||||
140217900|X||||||
140218000|X||||||
140218100|||X||||
140218300|X||||||
140219000|X||||||
140219001|X||||||
140219100|X||||||
140219200|X||||||
140219300|X||||||
140219400|X||||||
140219600|X||||||
140219700|X||||||
140219800|X||||||
140220000|X||||||
140220100|X||||||
140220200|X||||||
140220300|X||||||
140220400|X||||||
140220500|X||||||
140220600|X||||||
140220800|X||||||
140220900|X||||||
140221000|X||||||
140221200|X||||||
140221300|X||||||
140221400|X||||||
140221500|||X||||
140221501|||X||||
140221700|X||||||
140221800|X||||||
140221900|X||||||
140222000|X||||||
140222100|X||||||
140222300|X||||||
140222400|X||||||
140222500|X||||||
140222600|X||||||
140222800|X||X||||
140222900|X||||||
140223100|X||||||
140223103|X||||||
140223300|X||||||
140223301|X||||||
140223400|X||||||
140223600|X||||||
140223700|X||||||
140223800|X||||||
140224000|X||||||
140224200|X||||||
140224300|X||||||
140224400|X||||||
140224500|X||||||
140224600|X||||||
140224700|X||||||
140224800|X||||||
140224900|X||||||
140225000|X||||||
140225100|X||||||
140225400|X||||||
140225500|||X||||
140225501|||X||||
140225502|||X||||
140225503|||X||||
140225600|X||||||
140225700|X||||||
140225800|X||||||
140225900|X||||||
140226000|X||||||
140226100|X||||||
140226200|X||X||||
140226300|X||||||
140226400|X||X||||
140226500|X||||||
140226700|X||||||
140227000|X||||||
140227100|X||||||
140227200||X|||||
140227201||X|||||
140227300||X|||||
140227400|X||||||
140227500|X||||||
140227600|||X||||
140227604|||X||||
140227605|||X||||
140227700|X||||||
140227800|X||||||
140227900|X||||||
140228000|X||||||
140228100|X||||||
140228200|X||||||
140228300|X||||||
140228400|X||||||
140228600|X||||||
140228700|X||||||
140228800|X||||||
140229000|X||||||
140229100|X||||||
140229101|X||||||
140229200|X||||||
140229300|X||||||
140229400|X||||||
140229500|X||||||
140229600|X||||||
140229700|X||||||
140229800|X||||||
140229900|X||||||
140229902|X||||||
140230000|X||||||
140230100|X||||||
140230200|X||||||
140230300|||X||||
140230301|||X||||
140230302|||X||||
140230400|X||||||
140230500|X||||||
140230600|X||||||
140230700|X||||||
140230800|X||||||
140230900|X||||||
140231100|X||||||
140231200|X||||||
140231300|X||||||
140231400|X||||||
140231500|X||||||
140231600|X||||||
140231700|X||||||
140231800|X||||||
140231900|X||||||
140232000|X||||||
140232100|X||||||
140232200|X||||||
140232300|X||||||
140232400|||X||||
140232401|||X||||
140232600|||X||||
140232700|X||||||
140232800|X||||||
140232900|X||||||
140233100|X||||||
140233200|X||||||
140233300|X||||||
140233400|X||||||
140233600|X||||||
140233800|X||||||
140233900|X||||||
140234000|X||||||
140234100|X||||||
140234200|X||||||
140234300|X||||||
140234500|X||||||
140234600|X||||||
140234700|X||||||
140234800|X||||||
140234900|X||||||
140235000|X||||||
140235100|X||||||
140235101|X||||||
140235200|X||||||
140235300|X||||||
140235500|X||||||
140235501|X||||||
140235600|||X||||
140235601|||X||||
140235602|||X||||
140235604|||X||||
140235605|||X||||
140235606|||X||||
140235700|X||||||
140235800|X||||||
140235900|X||||||
140236000|X||||||
140236200|X||||||
140236300|X||||||
140236400|||X||||
140236402|||X||||
140236404|||X||||
140236405|||X||||
140236407|||X||||
140236500|X||||||
140236600|X||||||
140236700|X||||||
140236800|X||||||
140236900|X||||||
140237000|X||||||
140237100|X||||||
140237300|X||||||
140237400|X||||||
140237700|X||||||
140237800|X||||||
140237900|X||||||
140238000|X||||||
140238100|X||||||
140238300|X||||||
140238400|X||||||
140238700|X||||||
140238800|X||||||
140238900|X||||||
140239000|X||||||
140239100|X||||||
140239200|X||||||
140239300|X||||||
140239400|X||||||
140239500|||X||||
140239501|||X||||
140239502|||X||||
140239505|||X||||
140239506|||X||||
140239700|X||||||
140239800|X||||||
140240100|X||||||
140240200|X||||||
140240300|X||X||||
140240400|X||||||
140240500|X||||||
140240700|X||||||
140240800|X||||||
140241000|X||||||
140241100|X||||||
140241200|X||||||
140241300|X||||||
140241400|X||||||
140241500|X||||||
140241600|X||||||
140241800|X||||||
140241900|X||||||
140242000|X||||||
140242100|X||||||
140242200|X||||||
140242300|X||||||
140242400|X||||||
140242500|||X||||
140242501|||X||||
140242502|||X||||
140242503|||X||||
140242600|X||||||
140242700|X||||||
140242800|X||||||
140242900||X|||||
140243000||X|||||
140243001||X|||||
140243100|X||||||
140243300|X||||||
140243400|X||X||||
140243500|||X||||
140243501|||X||||
140243502|||X||||
140243503|||X||||
140243600|X||||||
140243700|X||||||
140243800|X||||||
140243900|X||||||
140244000|X||X||||
140244002|||X||||
140244003|||X||||
140244100|X||||||
140244200|X||||||
140244201|X||||||
140244203|X||||||
140244300|X||||||
140244400|X||||||
140244500|X||||||
140244600|X||||||
140244700|X||||||
140244800|X||||||
140244900|X||||||
140245000||X|||||
140245200|X||||||
140245300|X||||||
140245400|X||||||
140245500|X||||||
140245600|X||||||
140245700|X||||||
140245800|X||||||
140245900|||X||||
140245901|||X||||
140246000|X||||||
140246100|X||||||
140246200|X||||||
140246300|X||||||
140246400|X||||||
140246500|X||X||||
140246700|X||||||
140246800|X||||||
140247000|X||||||
140247100|X||||||
140247200|X||||||
140247300|X||||||
140247400|X||||||
140247500|X||||||
140247600|X||||||
140247800|X||||||
140247900|X||||||
140248000|X||||||
140248100|X||||||
140248200||X|||||
140248201||X|||||
140248300|X||||||
140248400|||X||||
140248401|||X||||
140248402|||X||||
140248405|||X||||
140248406|||X||||
140248500|X||||||
140248600|X||||||
140248700|X||||||
140248800|X||||||
140248900|X||||||
140249000|X||||||
140249100||X|||||
140249200|X||||||
140249201|X||||||
140249202|X||||||
140249203|X||||||
140249300|X||||||
140249400|||X||||
140249401|||X||||
140249405|||X||||
140249406|||X||||
140249500|X||||||
140249600|X||||||
140249700|X||||||
140249800|X||||||
140250100|X||||||
140250200|X||||||
140250300|X||||||
140250400|X||||||
140250500|X||||||
140250600|X||||||
140250700|X||||||
140250800|X||||||
140250900|X||||||
140251000|X||||||
140251100|X||||||
140251200|X||||||
140251202|X||||||
140251300|X||||||
140251400|X||||||
140251500||X|||||
140251501||X|||||
140251502||X|||||
140251600|||X||||
140251700|X||||||
140251800|X||||||
140251801|X||||||
140251900|X||||||
140252000|X||||||
140252100|X|||X|||
140252200|X|||X|||
140252300|X||||||
140252400|X||||||
140252600|X||||||
140252700|X||||||
140252800|X||||||
140252900|X||||||
140253100|X||||||
140253200|X||||||
140253300|X||||||
140253400|X||||||
140253500|X||||||
140253502|X||||||
140253504|X||||||
140253600|X||||||
140253700|X||||||
140253800|X||||||
140253900|X||||||
140254100|X||||||
140254200|X||||||
140254300|||X||||
140254500|X|||X|||
140254600|X|||X|||
140254700|X||||||
140254800|X||||||
140254900|X||||||
140255100|X||||||
140255300|X||||||
140255301|X||||||
140255302|X||||||
140255400|X||||||
140255500||||X|||
140255600|X||||||
140255700|X||||||
140255701|X||||||
140255703|X||||||
140255800|X||||||
140255900|X||||||
140256000|X||||||
140256100|X||||||
140256200|X||||||
140256400|X||||||
140256500|X||||||
140256501|X||||||
140256502|X||||||
140256600|X||||||
140256700|X||||||
140256900|X||||||
140257000|X||||||
140257100|X||||||
140257200|X||||||
140257300|X||||||
140257400|X||||||
140257600|X||||||
140257601|X||||||
140257602|X||||||
140257700|X||||||
140257800|X||||||
140257900|X||||||
140258000|X||||||
140258200|X||||||
140258300|X||||||
140258400|X||||||
140258600|X||||||
140258700|||X||||
140258701|||X||||
140258702|||X||||
140258703|||X||||
140258800|X||||||
140258900|X||||||
140259200|X||||||
140259300|X||||||
140259301|X||||||
140259400|X||||||
140259500|X||||||
140259700|X||||||
140259800|X||||||
140259900|X||||X||
140260100|||X||||
140260101|||X||||
140260200|X||||||
140260300|X||X||||
140260500|X||||||
140260600|X||||||
140260700|||X||||
140260701|||X||||
140260702|||X||||
140260703|||X||||
140260704|||X||||
140260800|X||||||
140260900|||X||||
140261000|X||||||
140261100|X||||||
140261200|X||||||
140261300|X||||||
140261400|X||||||
140261500||X|||||
140261600|X||||||
140261700|X||||||
140261800|X||||||
140261900|X||||||
140262000|X||||||
140262001|X||||||
140262100|X||||||
140262200|X||||||
140262300|X|||X|||
140262400||X|||||
140262401||X|||||
140262500|X||||||
140262600|||X||||
140262601|||X||||
140262602|||X||||
140262603|||X||||
140262800|X||||||
140262900|X||||||
140263000|X||||||
140263100|X||||||
140263200|X||X||||
140263300|X||||||
140263400|X||||||
140263500|X||||||
140263600|X||||||
140263700|X||||||
140263800|X||||||
140263900|X||||||
140264000|X||||||
140264100|X||||||
140264200|X||||||
140264300|X||||||
140264400|X||||||
140264500|X||||||
140264600|X||||||
140264700|X||||||
140264800|X||||||
140264802|X||||||
140264803|X||||||
140264900|X||||||
140265000|X||||||
140265100|X||||||
140265400|X||||||
140265500|X||||||
140265600|X||||||
140265700|X||||||
140265800|X||||||
140265900|X||||||
140266000|X||||||
140266100|X||X||||
140266200|||X||||
140266300||X|||||
140266400|X||||||
140266500|X||||||
140266600|X||||||
140266700|X||||||
140266800|X||||||
140266900|X||||||
140267000|X||||||
140267100|X||||||
140267200|X||||||
140267300|X||||||
140267500|X||||||
140267600|X||||||
140267800|X||||||
140267900|X||||||
140268000|X||||||
140268100|X||||||
140268200|X||||||
140268400|X||||||
140268500|X|||X|||
140268600|X||||||
140268700|X||||||
140268800|X||||||
140268900|X||||||
140269000|X||||||
140269100|X||||||
140269200|X||||||
140269300|X||||||
140269400|X||||||
140269500|X||||||
140269600|X||||||
140269700|X||||||
140269800|X||||||
140269900|X||||||
140270000|X||||||
140270100|X||||||
140270200|X||||||
140270300|X||||||
140270400|X||||||
140270500|X||||||
140270600||X|||||
140270700|X||||||
140270800|X||||||
140270900|||X||||
140270901|||X||||
140270902|||X||||
140270903|||X||||
140270904|||X||||
140270905|||X||||
140270906|||X||||
140270907|||X||||
140271000|X||||||
140271100|X||||||
140271200|X||||||
140271300|X||||||
140271400|X||||||
140271500|X||||||
140271700|X||||||
140271800|X||||||
140271900|X||||||
140272000|X||||||
140272100|X||||||
140272200|X||||||
140272300||X|||||
140272400|X||||||
140272700|X||||||
140272900|X||||||
140273000|X||||||
140273100|X||||||
140273200|X||||||
140273300|X||||||
140273400|X||||||
140273500|X||||||
140273700|X||||||
140273900|X||||||
140274000|X||||||
140274200|X||||||
140274300|X||||||
140274400|X||||||
140274500|X||||||
140274600|X||||||
140274700|X||||||
140274701|X||||||
140274800|X||||||
140274900|X||||||
140275000|X||||||
140275100|X||||||
140275200|X||||||
140275400|X||||||
140275500|X||||||
140275600|X||||||
140275700|X||||||
140275800|X||||||
140275900|X||||||
140276000|X||||||
140276100||X|||||
140276200|X||||||
140276300|X||||||
140276400|X||||||
140276600|X||||||
140276700|X||||||
140276800|X||||||
140276900|X||||||
140277200|X||||||
140277300|X||||||
140277600|X||||||
140277700|X||||||
140277800|X||||||
140278000|X||||||
140278200|||X||||
140278203|||X||||
140278300|||X||||
140278400|X||||||
140278600|X||||||
140278700|X||||||
140278800|X||||||
140278801|X||||||
140278802|X||||||
140278900|X||||||
140279000|X||||||
140279100|X||||||
140279200|X||||||
140279300|X||||||
140279400|X||||||
140279500|X||||||
140279600|X||||||
140279700|X||||||
140279800|X||||||
140279900|X||||||
140279901|X||||||
140279902|X||||||
140280000|X||||||
140280100|X||||||
140280200|X||||||
140280300|X||||||
140280400|X||||||
140280500|||X||||
140280600|X||||||
140280800|X||||||
140280900|||X||||
140281100|X||||||
140281200|X||||||
140281300|X||||||
140281500|X||||||
140281600|X||||||
140281700|X||||||
140281800|X||||||
140281900|||X||||
140282000|X||||||
140282200|X||||||
140282300|X||||||
140282400|X||||||
140282500|X||||||
140282700|X||||||
140282800|X||X||||
140282900|X||||||
140283100|X||||||
140283200|X||||||
140283300|X||||||
140283500|X||||||
140283700|X||||||
140283800|X||||||
140283900|X||||||
140284000||X|||||
140284300|X||||||
140284400|X||||||
140284500|X||||||
140284600|||X||||
140284601|||X||||
140284700|X||||||
140284800|X||||||
140284802|X||||||
140284900|X||||||
140285200|X||||||
140285300|X||||||
140285400|X||||||
140285500|X||||||
140285600|X||||||
140285601|X||||||
140285700|X||||||
140285800|X||||||
140285900|X||||||
140286000|X||||||
140286100|X||||||
140286200|X||||||
140286300|X||||||
140286400|X||||||
140286500|X||||||
140286600|X||||||
140286700|X||||||
140286800|X||||||
140286900|X||||||
140287000|X||||||
140287100|X||||||
140287200|X||||||
140287300|X||||||
140287400|X||||||
140287401|X||||||
140287600|X||||||
140287700|X||||||
140287800|X||||||
140287900|X||||||
140288000|X||||||
140288100|X||||||
140288200|||X||||
140288205|||X||||
140288209|||X||||
140288210|||X||||
140288211|||X||||
140288212|||X||||
140288213|||X||||
140288300|X||||||
140288400|X||||||
140288500|X||||||
140288600|X||||||
140288700|X||||||
140288800|X||||||
140288900|X||||||
140288901|X||||||
140289000|X||||||
140289100|X|||X|||
140289300|X||||||
140289400|X||||||
140289500|X||||||
140289600|X||||||
140289700|X||||||
140289800|X||||||
140289900|X||||||
140290000|X||||||
140290100|X||||||
140290200|X||||||
140290300|X||||||
140290400|X||||||
140290600|X||||||
140290700|X||||||
140290800|X||||||
140290900|X||||||
140291000|X||||||
140291100|X||||||
140291101|X||||||
140291200|X||||||
140291300|X||||||
140291400|X||||||
140291500||X|||||
140291600|X||||||
140291700|X||||||
140291800|X||||||
140291900|||X||||
140291903|||X||||
140291904|||X||||
140292000|X||||||
140292200|X||||||
140292300|X||||||
140292400|X||||||
140292500|X||||||
140292502|X||||||
140292600|X||||||
140292700|X||||||
140292800|X||||||
140292900|X||||||
140293100|X||||||
140293200|X||||||
140293300|X||||||
140293400|X||||||
140293500|X||||||
140293600|X||X||||
140293700|X||||||
140293800|||X||||
140293900|X||||||
140294100|X||||||
140294200|X||||||
140294300|X||||||
140294500|X||||||
140294501|X||||||
140294502|X||||||
140294600|X||||||
140294700|X||||||
140294800|X||||||
140294900|||X||||
140294905|||X||||
140295000|X||||||
140295100|X||||||
140295200|X||||||
140295300|X||||||
140295400|X||||||
140295500|X||||||
140295600|X||||||
140295800|X||||||
140295900|||X||||
140295901|||X||||
140295903|||X||||
140295904|||X||||
140295905|||X||||
140295906|||X||||
140296000|X|||X|||
140296100|X||||||
140296200|X||||||
140296300|X||X||||
140296302|X||||||
140296400|X||||||
140296500|X||||||
140296600|X||||||
140296700|X||||||
140296900|X||||||
140297000|X||||||
140297100|X||||||
140297200|X||||||
140297300|X||||||
140297400|X||||||
140297500|X||||||
140297600|X||||||
140297700|X||||||
140297703|X||||||
140297704|X||||||
140297800|||X||||
140297900|X||||||
140298000|X||||||
140298100|X||||||
140298300|X||||||
140298400|X||||||
140298500|X||||||
140298600|X||||||
140298700|X||||||
140298800|X||||||
140298900|X||||||
140299000|X|||X|||
140299100|X||||||
140299200|X||||||
140299300|X||||||
140299301|X||||||
140299302|X||||||
140299400|X||||||
140299500|X||||||
140299502|X||||||
140299600|X||||||
140299601|X||||||
140299602|X||||||
140299700|X||||||
140299800|X||||||
140299900|X||||||
140300100|X||||||
140300200|X||||||
140300300|X||||||
140300400|X||||||
140300500|X||||||
140300600|X||||||
140300700|X||||||
140300800|X||||||
140301000|X||||||
140301100|X||||||
140301200|X||||||
140301300|X||||||
140301500|X||||||
140301501|X||||||
140301800|X||||||
140301900|X||||||
140302000|X||||||
140302100|X||||||
140302200|X||||||
140302300|X||||||
140302400|X||||||
140302403|X||||||
140302500|X||||||
140302600|X||||||
140302700|X||||||
140302800|X||||||
140302900|X||||||
140303000||X|||||
140303100|X||X|X|||
140303200|||X||||
140303201|||X||||
140303400|X||||||
140303500|X||||||
140303600|X||||||
140303700|X||||||
140303701|X||||||
140303800|X||||||
140303801|X||||||
140303900|X||||||
140304000|X||||||
140304100|X||||||
140304200|X||||||
140304400|X||||||
140304500|X||||||
140304600|X||||||
140304700|X||||||
140304703|X||||||
140304800|X||||||
140304900|X||||||
140305000|X||||||
140305100|X||||||
140305200|X||||||
140305300|X||||||
140305600|X||||||
140305700|X||||||
140305800|||X||||
140305801|||X||||
140305802|||X||||
140305803|||X||||
140305805|||X||||
140305900|X||||||
140306000|X||||||
140306100|X||||||
140306102|X||||||
140306200|X||||||
140306300|X||||||
140306400|X||||||
140306500|X||||||
140306600|X||||||
140306800|X||||||
140306900|X||||||
140306901|X||||||
140307000|X||||||
140307200|||X||||
140307201|||X||||
140307300|X||||||
140307400|X||||||
140307500|X||||||
140307600|X||||||
140307700|X||||||
140307800|X||||||
140308000|X||||||
140308100|X||||||
140308200|X||||||
140308300|X||||||
140308400|||X||||
140308500|X||||||
140308600|X||||||
140308700|X||||||
140308800|X||||||
140308900|X||||||
140309000|X||||||
140309100|X||||||
140309200|X||||||
140309300|X||||||
140309400|X||X||||
140309401|X||||||
140309500|X||||||
140309600||X|||||
140309601||X|||||
140309700|X||||||
140309800||X|||||
140309900|X||||||
140310000|X||||||
140310001|X||||||
140310002|X||||||
140310003|X||||||
140310100|X||||||
140310200|X||||||
140310201|X||||||
140310300|X||||||
140310400|X||||||
140310500|X||||||
140310600|X||||||
140310700|X|||X|||
140310800|X||||||
140310900|X||||||
140311000|X||||||
140311100|X||||||
140311200|X||||||
140311300|X||||||
140311301|X||||||
140311400|X||||||
140311500|X||||||
140311600|X||||||
140311700|X||||||
140311900|X||||||
140312000|X||||||
140312001|X||||||
140312100|X||||||
140312200|X||||||
140312300|X||||||
140312400|X||||||
140312401|X||||||
140312500|X||||||
140312600|X||||||
140312700|X||||||
140312800|X||||||
140312801|X||||||
140312900|X||||||
140313000|X||||||
140313100|X||||||
140313200|X||||||
140313300|X||||||
140313301|X||||||
140313302|X||||||
140313400|X||||||
140313500|X||||||
140313600|X||||||
140313700|X||||||
140313800|X||||||
140313900|||X||||
140314000|X||||||
140314100|X||||||
140314300|X||||||
140314400|X||||||
140314700|X||||||
140314800|X||||||
140314900|X||||||
140315000|X||||||
140315100|X||||||
140315200|X||||||
140315600|X||||||
140315900|X||||||
140316000|X||||||
140316100|X||||||
140316200|X||||||
140316400|X||||||
140316500|X||||||
140316700|X||||||
140316900|X||||||
140317000|X||||||
140317100|X||||||
140317200|X||||||
140317300|X||||||
140317400|X||||||
140317401|X||||||
140317500|X||||||
140317600|X||||||
140317700|X||||||
140317800|X||||||
140317900|X||||||
140317901|X||||||
140318000|X||||||
140318200|X||||||
140318300|X||||||
140318400|X||||||
140318500|X||||||
140318700|X||||||
140318800|X||||||
140318801|X||||||
140318900|X||||||
140319000|X||||||
140319100|X||||||
140319200|X||||||
140319300|X||||||
140319400|X||||||
140319500|X||||||
140319600|X||||||
140319700|X||||||
140319800|X||X||||
140319900|X||||||
140319903|X||||||
140319904|X||||||
140320000|X||||||
140320200|X||||||
140320300|X||||||
140320400|X||||||
140320500|X||||||
140320600|X||||||
140320700|X||||||
140320701|X||||||
140320800|X||||||
140320900|X||||||
140321000|X||||||
140321100|X||||||
140321200|X||||||
140321300|X||||||
140321301|X||||||
140321400|X||||||
140321401|X||||||
140321500|X||||||
140321600||X|||||
140321601||X|||||
140321700|X||||||
140321800|X||||||
140321900|X||||||
140322000|X||||||
140322100|X||||||
140322200|X||||||
140322300|X||||||
140322400|X||||||
140322500|X||||||
140322600||X|||||
140322700|X||||||
140322800|X||||||
140322900|X||||||
140323100|X||||||
140323200|X||||||
140323300|X||||||
140323500|X||||||
140323600|X||||||
140323700|X||||||
140323800|X||||||
140323900|X||||||
140324000|X||||||
140324100|X||||||
140324200|X||||||
140324300|X||||||
140324400|X||||||
140324500|X||||||
140324600|X||||||
140324601|X||||||
140324603|X||||||
140324700|X||||||
140324800|X||||||
140324900|X||||||
140325000|X||||||
140325100|X||||||
140325300|X||||||
140325400|X||||||
140325600|X||||||
140325700|X||||||
140325800|X||||||
140325900|X||||||
140326000|X||||||
140326100||X|||||
140326200|X||||||
140326300||X|||||
140326400|X||X||||
140326500|X||||||
140326600|X||||||
140326800|X||||||
140326900|X||||||
140327000|X||||||
140327100|X||||||
140327103|X||||||
140327104|X||||||
140327200|X||||||
140327300|||X||||
140327301|||X||||
140327303|||X||||
140327304|||X||||
140327305|||X||||
140327306|||X||||
140327307|||X||||
140327400|X||||||
140327500|X||||||
140327600|X||||||
140327700|X||||||
140327800|X||||||
140327900|X||||||
140328000|X||||||
140328100|X||||||
140328200|X||||||
140328400|X||||||
140328500|X||||||
140328600|X||||||
140328700|X||||||
140328800|X||||||
140329000|X||||||
140329100|X||||||
140329200|X||||||
