CUE Anexo|Ed. Común|Ed. Especial|Ed. Adultos|Ed. Artística|Ed. Hospitalaria Domiciliaria|Ed. Intercultural Bilingüe|Ed. Contexto de Encierro
140329201|X||||||
140329300|X||||||
140329400|X||||||
140329500|||X||||
140329502|||X||||
140329503|||X||||
140329505|||X||||
140329600|X||||||
140329700|X||||||
140329800|X||||||
140329900|X||||||
140330000|X||||||
140330100|X||||||
140330300|X|||X|||
140330400|X||||||
140330600|X||||||
140330700|X||||||
140330800|X||||||
140330900|X||||||
140331000|X||||||
140331200|X||||||
140331300|X||||||
140331400|X||||||
140331500|X||||||
140331501|X||||||
140331600|X||||||
140331700|X||||||
140331800|X||||||
140331900|X||||||
140332000|X||||||
140332100|X||||||
140332200|X||||||
140332300|X||||||
140332400|X||||||
140332500|X||||||
140332600|X||||||
140332700|X||||||
140332800|X||X||||
140332900|X||||||
140333000|X||||||
140333100||X|||||
140333300|X||||||
140333400|||X||||
140333401|||X||||X
140333402|||X||||X
140333403|||X||||X
140333404|||X||||X
140333405|||X||||X
140333406|||X||||X
140333407|||X||||
140333408|||X||||
140333409|||X||||
140333410|||X||||
140333411|||X||||
140333600|||X||||
140333604|||X||||
140333700|X||||||
140333800|X||||||
140333900|X||||||
140334000|X||||||
140334100|X||||||
140334200|||X||||
140334201|||X||||
140334202|||X||||
140334203|||X||||
140334204|||X||||
140334300|X||||||
140334700|X||||||
140334800|X||||||
140334900|X||||||
140335000|X||||||
140335100|X||||||
140335200|||X||||
140335300|X||||||
140335400|X||||||
140335500|X||||||
140335600|X||||||
140335800||X|||||
140335900|X||||||
140336100|X||||||
140336200|X||||||
140336300|X||||||
140336400|X||||||
140336500|X||||||
140336600|X||||||
140336700|X||||||
140336704|X||||||
140336900|X||||||
140337000|X||||||
140337100|X||||||
140337200|X||||||
140337300|X||||||
140337302|||X||||
140337400|X||||||
140337500|X||||||
140337600|X||||||
140337800|X||||||
140337900|X||||||
140338200|X||||||
140338400|X||||||
140338600|X||||||
140338601|X||||||
140338700||X|||||
140338702||X|||||
140338900|X||||||
140339100|X||||||
140339200|X||||||
140339400|X||||||
140339500|X||||||
140339600|X||||||
140339700|X||||||
140339800|X||||||
140339900|X||||||
140340000|||X||||
140340001|||X||||
140340003|||X||||
140340004|||X||||
140340006|||X||||
140340007|||X||||
140340008|||X||||
140340010|||X||||
140340200|X||||||
140340201|X||||||
140340202|X||||||
140340300|X||||||
140340400|X||||||
140340500|X||||||
140340600|X||||||
140340700|X||||||
140340800|X||||||
140340900|X||||||
140341100|X||||||
140341101|X||||||
140341200|X||||||
140341300|X||||||
140341400|X||||||
140341500|X||||||
140341600|X||||||
140341700|X||||||
140341800|X||||||
140341900|X||||||
140342000|X||||||
140342100|X||||||
140342200|X||||||
140342400||X|||||
140342500|X||||||
140342600|X||||||
140342800|X||||||
140342900|X||||||
140343000|X||||||
140343100|X||||||
140343200|X||||||
140343300|X||||||
140343400|X||||||
140343500|X||X||||
140343600|X||||||
140343700|X||||||
140343800|X||||||
140343900|X||||||
140344000|X||||||
140344100|X||||||
140344200|X||||||
140344300|X||||||
140344400|X||||||
140344500|X||||||
140344600|X||||||
140344700|X||||||
140344800|X||||||
140344900|X||||||
140345000|X||||||
140345100|||X||||
140345200|X||||||
140345300|X||||||
140345400|X||X||||
140345401|||X||||
140345402|||X||||
140345500|X||||||
140345600|X||||||
140345700|X||||||
140345800|X||||||
140345900|X||||||
140346000|X||||||
140346100|X||||||
140346300|X||||||
140346301|X||||||
140346302|X||||||
140346303|X||||||
140346600|X||||||
140346700|X||||||
140346900|X||||||
140347100|X||||||
140347102|X||||||
140347200||X|||||
140347300|X||||||
140347400|||X||||
140347404|||X||||
140347405|||X||||
140347406|||X||||
140347500|X||||||
140347600|X||||||
140347800|X||||||
140347801|X||||||
140348000|X||||||
140348100|X||||||
140348200||X|||||
140348300|X||||||
140348400|X||||||
140348500|X||||||
140348700|X||||||
140348701|X||||||
140348702|X||||||
140348800|X||||||
140348900|X||||||
140349000|X||||||
140349100|X||||||
140349200|X||||||
140349300|X||||||
140349400|X||||||
140349401|X||||||
140349402|X||||||
140349500|X||||||
140349600|||X||||
140349601|||X||||
140349602|||X||||
140349603|||X||||
140349605|||X||||
140349607|||X||||
140349608|||X||||
140349700|X||||||
140349701|X||||||
140349702|X||||||
140349703|X||||||
140349800|X||||||
140349900|X||||||
140350000|X||||||
140350100|X||||||
140350200|X||||||
140350300|X||||||
140350400|X||||||
140350500|X||||||
140350501|X||||||
140350600|X||||||
140350700|X||||||
140351000|X||||||
140351100|X||||||
140351101|X||||||
140351200|X||||||
140351300|X||||||
140351400|X||||||
140351500|X||||||
140351600|X||||||
140351700|||X||||
140351800|X||||||
140351900|X||||||
140352000|X||||||
140352100|X||||||
140352200|X||||||
140352300||X|||||
140352400|||X||||
140352401|||X||||
140352402|||X||||
140352600|X||||||
140352700|X||||||
140352800|X||||||
140352900|X||||||
140353000|X||||||
140353100|X||||||
140353200|X||||||
140353300|X||||||
140353400|X||||||
140353500|X||||||
140353700|X||X||||
140353800|X||||||
140353900|X||||||
140354000|X||||||
140354100|X||||||
140354300|X||||||
140354400|X||||||
140354500|X||||||
140354600|X||||||
140354601|X||||||
140354800|X||||||
140354900|X||||||
140355000|||X||||
140355100|X||||||
140355200|X||||||
140355300|X||||||
140355400|X||||||
140355500|||X||||
140355600|X||||||
140355700|X||||||
140355800|X||||||
140355900|X||||||
140356000|X||||||
140356100|X||||||
140356200|X||||||
140356300|X||||||
140356400|X||||||
140356600|X||||||
140356700|X||||||
140356800|X||||||
140356900|X||||||
140357000|X||||||
140357100|||X||||
140357101|||X||||
140357102|||X||||
140357105|||X||||
140357106|||X||||
140357200||X|||||
140357201||X|||||
140357300|X||||||
140357400|X||||||
140357401|X||||||
140357500|X||||||
140357600|X||||||
140357700|X||||||
140357800|X||||||
140358000|X||||||
140358100|X||||||
140358200|X||||||
140358201|X||||||
140358300|X||||||
140358301|X||||||
140358500|X||||||
140358501|X||||||
140358600|X||||||
140358700|X||||||
140358900|X||||||
140359000|X||||||
140359300|X||||||
140359302|X||||||
140359500|X||||||
140359600|X||||||
140359700|X||||||
140359800|X||||||
140360000|X||||||
140360100|X||||||
140360200|X||||||
140360300|X||||||
140360400|X||||||
140360500|X||||||
140360600|X||||||
140360700|X||||||
140360800|X||||||
140360900|X||||||
140361000|X||||||
140361100|X||||||
140361200|X||||||
140361201|X||||||
140361300|X||||||
140361500|X||||||
140361600|X||||||
140361700|X||||||
140361800|X||||||
140361900|X||||||
140362100|X||||||
140362200|X||||||
140362300|X||||||
140362400|X||||||
140362500|X||||||
140362600|X||||||
140362700|X||||||
140362800|X||||||
140362900|X||||||
140363000|X||X||||
140363100|X||||||
140363200|X||||||
140363300|||X||||
140363500|X||||||
140363700|X||||||
140363800|||X||||
140363801|||X||||
140363802|||X||||
140363900|X||||||
140364000|X||||||
140364100|X||||||
140364200|X||||||
140364300|X||||||
140364400|X||||||
140364500|X||||||
140364600|||X||||
140364700|X||||||
140364800|X||||||
140364900|X||||||
140365000|X||||||
140365003|X||||||
140365005|X||||||
140365100|X||||||
140365102|X||||||
140365200|X||||||
140365300|X||||||
140365400|X||||||
140365500|X||||||
140365600|X||||||
140365700||X|||||
140365800|X||||||
140365900|X||||||
140366000|X||||||
140366100|X||||||
140366200|X||||||
140366300|X||||||
140366400|X||||||
140366500|X||||||
140366600|X||||||
140366700|X||||||
140366800|X||X||||
140366900|X||||||
140367000|X||||||
140367100|X||||||
140367200|X||||||
140367300|X||||||
140367400|X||||||
140367600|X||||||
140367700|X||||||
140367800|X||||||
140367900|X||||||
140368000|X||||||
140368100|X||||||
140368200|X||||||
140368300|X||||||
140368500|X||||||
140368600|X||||||
140368700|||X||||
140368701|||X||||
140368702|||X||||
140368800|||X||||
140368803|||X||||
140368804|||X||||
140368805|||X||||
140368806|||X||||
140368900|||X||||
140369000|X||||||
140369100|X||||||
140369200|X||||||
140369202|X||||||
140369400|X||||||
140369500|X||||||
140369501|X||||||
140369502|X||||||
140369505|X||||||
140369600|X||||||
140369700|X||||||
140369800|X||||||
140369900|X||||||
140370000|X||||||
140370200|X||||||
140370300|X||||||
140370500|X||||||
140370600|X||||||
140370700|X||||||
140370800|X||||||
140370900|X||||||
140371100|X||||||
140371200|X||||||
140371300|X||||||
140371400|X||||||
140371600|X||||||
140371700|X||||||
140371800|X||||||
140371900|X||||||
140372000|X||||||
140372100|X||||||
140372200|X||||||
140372300|X||||||
140372400|||X||||
140372500||X|||||
140372600|X||||||
140372700|X||||||
140372800|||X||||
140372900|X||||||
140373000|X||||||
140373100|X||||||
140373300|X||||||
140373400|X||||||
140373600|||X||||
140373700|||X||||
140373800|X||||||
140373900|X||||||
140374000|X||||||
140374200|X||||||
140374300|X||||||
140374400|X||||||
140374500|X||||||
140374600|X||||||
140374601|X||||||
140374700|X||||||
140374800|X||||||
140374900|X||||||
140375100|X||||||
140375200|X||||||
140375300|X||||||
140375301|X||||||
140375400||X|||||
140375500|X||||||
140375501|X||||||
140375600|X||||||
140375700|X||||||
140375900|X||||||
140376000|X||||||
140376100|X||||||
140376200|X||||||
140376201|X||||||
140376300|X||||||
140376400|X||||||
140376500|X||||||
140376600|X||||||
140376700|X||||||
140376800|X||||||
140376900|X||||||
140376901|X||||||
140377000|X||||||
140377200|X||||||
140377400|X||||||
140377500|X||||||
140377600|X||||||
140377700|X||||||
140377900|X||||||
140378000|X||||||
140378100|X||||||
140378101|X||||||
140378200|X||||||
140378300|X||||||
140378400|X||||||
140378500|X||||||
140378700|X||||||
140378701|X||||||
140378800|X||||||
140378900|X||||||
140379000|X||||||
140379100|X||||||
140379101|X||||||
140379200|X||||||
140379300||X|||||
140379301||X|||||
140379302||X|||||
140379400|X||||||
140379500|X||||||
140379501|X||||||
140379502|X||||||
140379600|X||||||
140379700|X||||||
140379900|X||||||
140380100|X||||||
140380200|X||||||
140380300|X||||||
140380400|X||||||
140380600|X||||||
140380700|X||||||
140380800|X||||||
140380900|X||||||
140381000|X||||||
140381100|X||||||
140381101|X||||||
140381200|X||||||
140381300|X||||||
140381400|||X||||
140381401|||X||||
140381500|X||||||
140381700|X||||||
140381800|X||||||
140381900|X||||||
140382000|X||||||
140382300|X||||||
140382400|X||||||
140382500|X||||||
140382600|X||||||
140382800|X||||||
140382900|X||||||
140383100|X||||||
140383200|X||||||
140383300|X||||||
140383400|X||||||
140383500|X||||||
140383600|X||||||
140383700||X|||||
140383800|X||||||
140383900|X||||||
140384000|X||||||
140384100|X||||||
140384200|X||||||
140384300||X|||||
140384400|||X||||
140384600|X||||||
140384700|X||||||
140384800|X||||||
140384900|X||||||
140385200|X||||||
140385400|X||||||
140385500|X||||||
140385600|X||||||
140385700|X||||||
140385800|X||||||
140385900|X||||||
140386000|X||||||
140386100|X||||||
140386200|X||||||
140386300|X||||||
140386400|X||||||
140386500|X||||||
140386600|X||||||
140386700|X||||||
140386800|X||||||
140386900|X||||||
140387000|X||||||
140387100|X||||||
140387200|X||||||
140387201|X||||||
140387300|X||||||
140387400|X||||||
140387500|X||||||
140387600|X||||||
140387700|X||||||
140387800|X||||||
140388000|X||||||
140388100|X||||||
140388200|X||||||
140388300|X||||||
140388400|X||||||
140388500|||X||||
140388501|||X||||
140388502|||X||||
140388503|||X||||
140388504|||X||||
140388600|X||||||
140388700|X||||||
140388900|X||||||
140389100|X||||||
140389200|X||||||
140389300|X||||||
140389600||X|||||
140389601||X|||||
140389700|X||||||
140389800|X||||||
140389900|X||||||
140390100|X|||X|||
140390200|X||||||
140390300|X||||||
140390400|X||||||
140390500||X|||||
140390700|X||||||
140390800|X||||||
140390900|X||||||
140391000|X||||||
140391100|X||||||
140391200|X||||||
140391300|X||||||
140391400|X||||||
140391500|X||||||
140391700|X||||||
140391800|X||||||
140391900|X||||||
140392000|||X||||
140392100|X||||||
140392200|X||||||
140392300|X||||||
140392400|X||||||
140392500|X||||||
140392600|X||||||
140392700|X|||X|||
140392900|X||||||
140393000|X||||||
140393100|||X||||
140393200||X|||||
140393300|X||||||
140393400|X||||||
140393500|X||||||
140393600|X||||||
140393700|||X||||
140393701|||X||||
140393702|||X||||
140393703|||X||||
140393705|||X||||
140393706|||X||||
140393800|X||||||
140393900|X||||||
140394000|X||||||
140394200|X||||||
140394300|X||||||
140394500|X||||||
140394600|X||||||
140394700|X||||||
140394800|X||||||
140394900|X||||||
140395000|||X||||
140395001|||X||||
140395002|||X||||
140395003|||X||||
140395100|||X||||
140395200|X||||||
140395300|X||||||
140395400|X||||||
140395500|||X||||
140395501|||X||||
140395502|||X||||
140395503|||X||||
140395505|||X||||
140395600||X|||||
140395700|X||||||
140395900|X||||||
140396000|X||||||
140396100|X||||||
140396300|X||||||
140396400|X||||||
140396500||X|||||
140396600|X||||||
140396700|X||||||
140396703|X||||||
140396800|X||||||
140396900|X||||||
140397000|X|||X|||
140397100|X||||||
140397102|X||||||
140397200|X||||||
140397300|X||||||
140397500|X||X||||
140397600|X||||||
140397700|X||||||
140397800|X||||||
140397900|X||||||
140398000|X||||||
140398100|||X||||
140398101|||X||||
140398200|X||||||
140398300|X||||||
140398400|X||||||
140398500|X||||||
140398600|X||||||
140398800|X||||||
140398900|X||||||
140399000|X||||||
140399100|X||||||
140399200|X||||||
140399300|X||||||
140399400|X||||||
140399500|||X||||
140399600|X||||||
140399700||X|||||
140399800|X||||||
140399900|X||||||
140400100|X||||||
140400200|X||||||
140400300|X||||||
140400400|X||||||
140400500|X||||||
140400600|X||||||
140400700|X||||||
140400800|X||||||
140401000|X||||||
140401100|X||||||
140401101|X||||||
140401102|X||||||
140401200|X||||||
140401300|X||||||
140401400|X||||||
140401500|X||||||
140401600|X||||||
140401800|||X||||
140401801|||X||||
140401802|||X||||
140401803|||X||||
140401804|||X||||
140401900|X||||||
140402000|X||||||
140402200|X||||||
140402300|X||||||
140402400|X||||||
140402500|X||||||
140402600|X||||||
140402700|X||||||
140402800|X||||||
140402900|X||||||
140403000|X||||||
140403100|X||||||
140403101|X||||||
140403103|X||||||
140403200|X||||||
140403300|X||||||
140403400|X||||||
140403700|X||||||
140403800|X||||||
140403900|X||||||
140404000|X||||||
140404100|X||||||
140404200|X||||||
140404300|X||||||
140404400|X||||||
140404500|X||||||
140404600|||X||||
140404700|X||||||
140404800|X||||||
140404900|X||||||
140405000|X||||||
140405100|X||||||
140405200|X||||||
140405300|X||||||
140405500|X||||||
140405600|X||||||
140405700|X||||||
140405800|X||||||
140405900|X||||||
140406100|X||||||
140406101|X||||||
140406200|X||||||
140406400|X||||||
140406500|X||||||
140406700|X||||||
140406800|X||||||
140406900|X||||||
140407000|X||||||
140407100|X||||||
140407200|X||||||
140407300|X||||||
140407400|X||||||
140407500|X||||||
140407600|X||||||
140407700|X||||||
140407800|X||||||
140407900|X||||||
140408100|X||||||
140408200|X||||||
140408300|||X||||
140408400|X||||||
140408500|X||||||
140408600|X||||||
140408700|X||||||
140408800|X||||||
140408900|X||||||
140409000|X||||||
140409100|X||||||
140409300|X||||||
140409400|X||||||
140409500|X||||||
140409600|X||||||
140409700|X||||||
140409800|X||||||
140409900|||X||||
140409901|||X||||
140409902|||X||||
140410000|X||||||
140410100|X||||||
140410200|X||||||
140410300|X||||||
140410400|X||||||
140410500|X||||||
140410700|X||||||
140410800|X||X||||
140411000|X||||||
140411100|X||||||
140411200|X||||||
140411300|X||||||
140411400|X||||||
140411500||X|||||
140411600|X||||||
140411700|X||||||
140411800|X||||||
140411900|X||||||
140412000|X||||||
140412200|||X||||
140412201|||X||||
140412202|||X||||
140412203|||X||||
140412300|X||||||
140412400|X||||||
140412500|X||||||
140412600|X||||||
140412700|X||||||
140412800||X|||||
140412900|X||||||
140413000|X||||||
140413100|X||||||
140413200|X||||||
140413300|X||||||
140413400|X||||||
140413500|X||||||
140413600|X||||||
140413900|X||||||
140414000|X||||||
140414100|X||||||
140414400|X||||||
140414401|X||||||
140414500|X||||||
140414600|X||||||
140414700|X||||||
140414900|X||||||
140415000|X||||||
140415100|X||||||
140415200|X||||||
140415300|X||||||
140415400|X||||||
140415500|X||||||
140415700|X||||||
140415800|X||||||
140415900|X||||||
140416000|X||||||
140416100|X||||||
140416200|X||||||
140416300|X||||||
140416301|X||||||
140416400|X||||||
140416500|X||||||
140416600|X||||||
140416700|X||||||
140416701|X||||||
140416800|X||||||
140416900|X||||||
140417000|X||||||
140417100|X||||||
140417200|X||||||
140417201|X||||||
140417202|X||||||
140417300|X||||||
140417400|X||||||
140417500|X||||||
140417600|X||||||
140417700|X||||||
140417800|X||||||
140417900|X||||||
140418000|X||||||
140418100|X||||||
140418300|X||||||
140418400|X||||||
140418500|X||||||
140418600|X||||||
140418700|X||||||
140418800|X||||||
140419000|X||||||
140419100|X||||||
140419200|X||||||
140419300|X||||||
140419400|X||||||
140419500|X||||||
140419600|X||||||
140419700|X||||||
140419703|X||||||
140419800|X||||||
140419900|X||||||
140420000|X||||||
140420001|X||||||
140420002|X||||||
140420003|X||||||
140420004|X||||||
140420100|X||||||
140420200|X||||||
140420600|X||||||
140420700|X||||||
140421000|X||||||
140421200|X||||||
140421300|X||||||
140421400|X||||||
140421500|X||||||
140421600|X||||||
140421700|X||||||
140421800|X||||||
140422000|X||||||
140422100|X||||||
140422200|X||||||
140422300|X||||||
140422400|X||||||
